iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	100.0375	452.7	102.0	460	102.0	460	6.352335691452026
1	99.9875	452.7375	101.0	455	102.0	460	10.037348985671997
2	100.0	454.4625	102.0	473	102.0	460	11.87256407737732
3	100.25	459.375	113.0	482	113.0	482	14.464354515075684
4	100.3125	464.0125	117.0	467	117.0	467	13.763705968856812
5	100.275	463.5375	114.0	482	117.0	467	15.920993566513062
6	100.7375	462.9375	112.0	476	117.0	467	12.85454773902893
7	101.05	465.9875	119.0	497	119.0	497	14.501083850860596
8	100.175	468.1125	103.0	464	119.0	497	15.309992790222168
9	101.05	472.875	125.0	491	125.0	491	18.23235535621643
10	100.95	469.1	113.0	495	125.0	491	18.440854787826538
11	101.5	469.95	125.0	482	125.0	491	15.599775791168213
12	101.075	464.7125	115.0	494	125.0	491	36.46603441238403
13	100.975	466.35	120.0	512	125.0	491	17.6273410320282
14	101.0625	469.95	122.0	521	125.0	491	24.80754852294922
15	101.425	466.325	122.0	543	125.0	491	45.30380344390869
16	101.25	478.5	128.0	543	128.0	543	44.05122113227844
17	102.0875	487.4125	135.0	557	135.0	557	88.33495569229126
18	101.7125	493.4125	147.0	568	147.0	568	109.54457116127014
19	103.85	507.45	134.0	529	147.0	568	211.7044289112091
20	102.9875	512.65	154.0	517	154.0	517	313.5141775608063
21	101.975	501.9375	128.0	518	154.0	517	458.7082841396332
22	103.125	506.375	136.0	493	154.0	517	382.7377507686615
23	101.6	499.2	130.0	614	154.0	517	301.58579444885254
24	100.8625	501.8	130.0	611	154.0	517	120.85614585876465
25	100.85	495.0625	129.0	575	154.0	517	129.97928762435913
26	100.7375	491.95	131.0	574	154.0	517	276.99919605255127
27	100.7375	494.1625	133.0	542	154.0	517	204.23790836334229
28	101.4	488.85	148.0	574	154.0	517	219.88138818740845
29	100.8875	489.1125	149.0	511	154.0	517	110.24789571762085
30	102.7875	500.975	134.0	519	154.0	517	130.3728678226471
