iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	100.0125	452.4125	102.0	459	102.0	459	3.9123470783233643
1	100.0625	452.2125	102.0	459	102.0	459	10.526612281799316
2	100.1375	455.275	102.0	459	102.0	459	10.879601001739502
3	100.2625	455.575	104.0	467	104.0	467	12.603137493133545
4	100.2125	451.7875	104.0	467	104.0	467	10.682990550994873
5	100.375	454.825	106.0	471	106.0	471	11.012402772903442
6	100.4875	454.35	109.0	478	109.0	478	12.600135087966919
7	101.1	456.7625	121.0	474	121.0	474	10.171221494674683
8	101.275	459.2375	121.0	474	121.0	474	11.451045989990234
9	102.2625	461.05	145.0	486	145.0	486	16.191248893737793
10	103.3375	463.175	145.0	486	145.0	486	16.641685485839844
11	103.9	462.8	145.0	486	145.0	486	17.379841089248657
12	105.4375	473	145.0	486	145.0	486	43.293859243392944
13	106.0375	474.825	145.0	486	145.0	486	64.43800735473633
14	106.0875	473.975	145.0	486	145.0	486	49.67541694641113
15	107.0875	472.375	145.0	486	145.0	486	31.190046548843384
16	107.4875	478.325	145.0	486	145.0	486	37.94266104698181
17	110.425	482.1625	146.0	502	146.0	502	95.09115433692932
18	108.025	482.05	146.0	502	146.0	502	77.59973955154419
19	107.2125	477.525	150.0	504	150.0	504	51.025665044784546
20	108.675	486.8125	150.0	504	150.0	504	114.72861313819885
21	108.4875	490.5625	150.0	504	150.0	504	114.3208212852478
22	107.15	485.375	150.0	504	150.0	504	193.6818926334381
23	108.2375	481.5	150.0	504	150.0	504	141.026465177536
24	109.0125	477.7375	150.0	504	150.0	504	60.79216384887695
25	108.7125	483.1125	155.0	486	155.0	486	66.11995458602905
26	111.425	486.9625	155.0	486	155.0	486	75.92839932441711
27	112.7125	490.225	155.0	486	155.0	486	71.94689345359802
28	110.975	481.7125	155.0	486	155.0	486	76.16468214988708
29	113.25	491.1625	156.0	541	156.0	541	164.8089303970337
30	112.5125	493.125	157.0	521	157.0	521	129.2637529373169
