iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	99.9	451.0125	101.0	456	101.0	456	4.403921365737915
1	100.0375	449.25	101.0	456	101.0	456	10.479612112045288
2	100.075	450.1875	101.0	466	101.0	456	10.23201870918274
3	100.1375	451.1	102.0	464	102.0	464	12.79067850112915
4	100.2125	453.2375	102.0	464	102.0	464	10.727558851242065
5	100.4	449.95	108.0	458	108.0	458	10.907646656036377
6	100.675	451.1625	108.0	458	108.0	458	15.424065589904785
7	100.925	453.375	112.0	455	112.0	455	11.100076675415039
8	101.2	453.4625	112.0	455	112.0	455	12.698872089385986
9	101.7125	455.925	127.0	457	127.0	457	16.899137020111084
10	103.675	457.175	127.0	457	127.0	457	19.536333799362183
11	106.1	464.6875	133.0	472	133.0	472	39.79398775100708
12	104.5375	465.2625	133.0	472	133.0	472	53.4048547744751
13	103.9875	460.0125	134.0	462	134.0	462	20.791858196258545
14	104.0125	459.675	138.0	473	138.0	473	32.25336456298828
15	104.2625	457.2625	143.0	481	143.0	481	14.9456946849823
16	104.7625	460.5875	143.0	481	143.0	481	19.477500677108765
17	105.65	462.2875	143.0	481	143.0	481	21.718960762023926
18	106.8625	465.875	143.0	481	143.0	481	33.95422577857971
19	105.4875	466.225	143.0	481	143.0	481	18.37513756752014
20	105.9875	465.825	147.0	484	147.0	484	28.81561851501465
21	107.1125	467.1	153.0	490	153.0	490	51.15321969985962
22	108.8875	470.075	153.0	490	153.0	490	29.315274238586426
23	111.35	480.5875	157.0	485	157.0	485	79.37659525871277
24	111.775	479.45	157.0	485	157.0	485	79.72977352142334
25	113.1125	484.5375	165.0	503	165.0	503	132.27777194976807
26	110.0625	479.525	165.0	503	165.0	503	273.99534583091736
27	108.9	479.425	165.0	503	165.0	503	85.2822597026825
28	111.55	484.275	165.0	503	165.0	503	111.79490852355957
29	110.475	478.175	165.0	503	165.0	503	94.98206162452698
30	109.6625	484.0625	165.0	503	165.0	503	90.92812991142273
