iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	100.0	451.65	101.0	459	101.0	459	3.6413536071777344
1	100.325	452.65	113.0	462	113.0	462	9.514714479446411
2	101.1	456.65	127.0	461	127.0	461	11.258208274841309
3	101.2125	457.4375	127.0	461	127.0	461	14.247419357299805
4	101.5125	458.875	127.0	461	127.0	461	9.867120742797852
5	101.9125	458.2	127.0	461	127.0	461	17.96040654182434
6	102.3375	456.3	127.0	461	127.0	461	10.93583369255066
7	102.7	459.0625	127.0	461	127.0	461	11.367987632751465
8	104.025	461.2625	127.0	461	127.0	461	15.992692232131958
9	103.8875	461.425	128.0	483	128.0	483	15.598128080368042
10	104.8375	465.5125	128.0	483	128.0	483	16.292902946472168
11	104.9	463.1875	130.0	487	130.0	487	16.160611867904663
12	106.55	468.825	142.0	492	142.0	492	15.433711528778076
13	110.1625	480.275	150.0	508	150.0	508	34.51156735420227
14	109.75	482.0875	150.0	508	150.0	508	44.66531038284302
15	106.675	477.325	150.0	508	150.0	508	45.75273418426514
16	111.5625	479.875	157.0	511	157.0	511	46.17379570007324
17	111.7625	485.3375	157.0	499	157.0	511	77.90698146820068
18	115.7125	502.1125	157.0	511	157.0	511	262.14700746536255
19	111.8125	509.725	157.0	511	157.0	511	302.163179397583
20	113.375	506.8375	157.0	511	157.0	511	298.7235321998596
21	115.0125	496.3625	157.0	511	157.0	511	261.20216488838196
22	112.1875	493.0375	157.0	499	157.0	511	179.86005020141602
23	112.9625	505.15	157.0	511	157.0	511	269.41069316864014
24	116.5875	514.7375	157.0	499	157.0	511	479.2905764579773
25	118.05	513.575	160.0	572	160.0	572	342.3514070510864
26	118.2375	532.475	160.0	572	160.0	572	490.16246151924133
27	121.4375	536.175	160.0	572	160.0	572	696.3837826251984
28	116.75	532.5375	160.0	572	160.0	572	462.1764032840729
29	119.525	547.2625	160.0	572	160.0	572	831.7303740978241
30	120.8	560.725	160.0	572	160.0	572	1135.4813306331635
