iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	91.930325	475.525	92.824	483	92.824	483	5.432812690734863
1	92.03009999999999	472.8	94.684	491	94.684	491	10.149503946304321
2	92.0775	471.175	94.684	491	94.684	491	12.023422479629517
3	92.1248	470.4375	94.684	491	94.684	491	11.66739559173584
4	92.14685	468.8625	94.684	491	94.684	491	9.503493785858154
5	92.16064999999999	469.6375	94.684	491	94.684	491	10.859428882598877
6	92.26017499999999	472.2125	98.628	491	98.628	491	12.1275475025177
7	92.24315	470.7875	98.628	491	98.628	491	9.910688161849976
8	92.416725	472.475	98.628	491	98.628	491	10.883892297744751
9	92.33042499999999	474.2375	98.628	491	98.628	491	11.112863779067993
10	92.428775	473.375	98.628	491	98.628	491	10.941314935684204
11	92.761375	473.3875	103.754	477	103.754	477	12.046407461166382
12	92.93652499999999	474.9625	103.754	477	103.754	477	14.347408294677734
13	94.36462499999999	476.8375	112.51599999999999	485	112.51599999999999	485	12.456172227859497
14	94.8911	477.0875	115.586	477	115.586	477	14.936631202697754
15	96.3352	478.7	126.29199999999999	487	126.29199999999999	487	20.322540521621704
16	96.293875	477.25	126.29199999999999	487	126.29199999999999	487	22.576609134674072
17	98.27745	480.825	129.15200000000002	494	129.15200000000002	494	23.20478892326355
18	96.507475	479.6	129.15200000000002	494	129.15200000000002	494	23.456526041030884
19	98.0042	480.975	143.788	505	143.788	505	20.497148752212524
20	99.839125	488.125	143.788	505	143.788	505	31.662989139556885
21	99.577	486.6	143.788	505	143.788	505	32.69902157783508
22	100.50552499999999	483.6625	143.788	505	143.788	505	19.78457474708557
23	99.72995	488	143.788	505	143.788	505	42.350122928619385
24	101.009425	491.6875	143.788	505	143.788	505	71.70444059371948
25	102.85825	498.725	143.788	505	143.788	505	140.11230278015137
26	104.946375	508.0375	143.788	505	143.788	505	173.8142445087433
27	104.884925	514.1875	143.788	505	143.788	505	351.3080017566681
28	108.47805	520.7625	143.788	505	143.788	505	356.7147572040558
29	107.394175	525.1125	143.788	505	143.788	505	613.6214919090271
30	103.7407	521.0875	143.788	505	143.788	505	584.208557844162
