iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	88.469	475.9375	89.42	478	89.42	478	4.628983020782471
1	88.651	471.7375	91.44	475	91.44	475	10.825584411621094
2	88.76525	469.0875	93.49999999999999	470	93.49999999999999	470	9.754923820495605
3	88.7955	467.575	93.49999999999999	470	93.49999999999999	470	9.222663879394531
4	88.82375	467.3875	93.49999999999999	470	93.49999999999999	470	10.15735149383545
5	88.83525	468.0375	93.49999999999999	470	93.49999999999999	470	12.124785423278809
6	88.924	467.8875	94.38	475	94.38	475	8.851218700408936
7	89.97525	470.45	109.02	478	109.02	478	10.942754030227661
8	89.85925	468.9	109.02	478	109.02	478	9.916539669036865
9	90.294	469.2125	109.02	478	109.02	478	9.488661050796509
10	90.31175	468.9375	109.16	471	109.16	471	12.054419994354248
11	91.093	470.9125	109.16	471	109.16	471	10.701400518417358
12	90.48975	470.45	109.16	471	109.16	471	10.355430841445923
13	90.44675	470.15	109.16	471	109.16	471	10.330774307250977
14	90.64425	471.3	109.16	471	109.16	471	11.53503680229187
15	91.3065	474.325	109.16	471	109.16	471	12.425357580184937
16	91.8055	473.875	115.75999999999999	484	115.75999999999999	484	11.952665567398071
17	93.8515	476.3125	131.4	486	131.4	486	12.79998254776001
18	94.16475	476.575	131.4	486	131.4	486	13.809995889663696
19	94.08875	475.475	131.4	486	131.4	486	14.858421802520752
20	94.28475	478.5375	131.4	486	131.4	486	16.629308938980103
21	94.2025	478.975	131.4	486	131.4	486	21.550132036209106
22	93.90474999999999	480.3875	131.4	486	131.4	486	18.422502040863037
23	96.1985	483.9125	133.05999999999997	501	133.05999999999997	501	27.91993021965027
24	93.57475	484.025	133.05999999999997	501	133.05999999999997	501	18.70141363143921
25	93.6425	482.475	133.05999999999997	501	133.05999999999997	501	17.965174913406372
26	94.3365	482.075	133.05999999999997	501	133.05999999999997	501	16.60761570930481
27	96.126	486.3125	133.05999999999997	501	133.05999999999997	501	38.72805738449097
28	94.88225	485.4125	133.05999999999997	501	133.05999999999997	501	20.554258346557617
29	94.66175	485.4125	133.05999999999997	501	133.05999999999997	501	23.374425649642944
30	96.146	487.7625	133.05999999999997	501	133.05999999999997	501	32.421730518341064
