iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	96.63195000000002	475.8375	100.49600000000001	480	100.49600000000001	480	5.065385818481445
1	96.73587500000001	473.0125	100.49600000000001	480	100.49600000000001	480	13.67559552192688
2	96.797925	473.025	100.49600000000001	480	100.49600000000001	480	10.861400842666626
3	96.78305	471.3625	100.49600000000001	480	100.49600000000001	480	11.179271459579468
4	97.04382500000001	471.3875	107.358	496	107.358	496	12.291242599487305
5	97.11410000000001	472.1	107.358	496	107.358	496	11.01793384552002
6	98.1923	472.5625	138.19	493	138.19	493	13.839736700057983
7	98.172375	473.8125	138.19	493	138.19	493	12.786545753479004
8	99.37045	477.075	138.19	493	138.19	493	12.387181043624878
9	99.52717500000001	477.875	138.19	493	138.19	493	13.010876417160034
10	99.833375	478.6125	138.19	493	138.19	493	14.038450241088867
11	100.7814	480.0625	138.19	493	138.19	493	19.17720365524292
12	103.70200000000001	488.225	139.16	497	139.16	497	43.85458183288574
13	102.085075	484.3625	139.16	497	139.16	497	17.6216082572937
14	101.59775	482.75	139.16	497	139.16	497	23.095958948135376
15	102.34370000000001	482.675	139.16	497	139.16	497	34.24083638191223
16	103.04035	480.4625	139.16	497	139.16	497	19.942153692245483
17	107.270075	487.875	147.082	502	147.082	502	21.58817768096924
18	104.76597500000001	488.9875	147.082	502	147.082	502	20.23083257675171
19	104.546475	486.225	147.082	502	147.082	502	29.25692105293274
20	103.93627500000001	482.3125	147.082	502	147.082	502	25.51119589805603
21	106.88625	487.65	147.082	502	147.082	502	39.44756484031677
22	109.0989	491.625	147.082	502	147.082	502	50.839582681655884
23	105.56942500000001	487.6125	148.926	526	148.926	526	35.17399287223816
24	103.11992500000001	485.8375	148.926	526	148.926	526	43.95993399620056
25	106.82910000000001	490.9625	148.926	526	148.926	526	38.417604207992554
26	105.466825	492.2875	148.926	526	148.926	526	66.6447114944458
27	106.2303	491.3625	148.926	526	148.926	526	62.78197526931763
28	108.115775	496.025	148.926	526	148.926	526	171.36020183563232
29	106.23965	498.0875	148.926	526	148.926	526	96.52830147743225
30	105.725075	496.875	148.926	526	148.926	526	86.01263809204102
