iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	98.89555	452.225	99.892	453	99.892	453	5.418150424957275
1	98.9982	450.8	101.87599999999999	459	101.87599999999999	459	13.131567239761353
2	99.037875	449.675	101.87599999999999	459	101.87599999999999	459	12.194866180419922
3	99.0894	448.8625	101.87599999999999	459	101.87599999999999	459	11.905210494995117
4	99.139025	449	101.87599999999999	459	101.87599999999999	459	11.638251543045044
5	99.162425	449.775	101.87599999999999	459	101.87599999999999	459	12.843326091766357
6	99.248775	450.2625	102.872	460	102.872	460	11.784918069839478
7	99.39337499999999	452.8125	102.876	458	102.876	458	12.9431893825531
8	99.72892499999999	453.45	116.83	467	116.83	467	14.451191186904907
9	99.741775	453.2625	116.83	467	116.83	467	13.87812089920044
10	99.8802	452.6625	116.83	467	116.83	467	13.973365783691406
11	100.159975	456.2375	116.83	467	116.83	467	14.689753770828247
12	101.39059999999999	458.4375	128.804	468	128.804	468	13.877615213394165
13	101.216075	458.375	128.804	468	128.804	468	15.475810766220093
14	101.033	456.35	128.804	468	128.804	468	13.262733221054077
15	101.1146	452.975	128.804	468	128.804	468	14.859102964401245
16	101.998975	453.65	128.804	468	128.804	468	12.377295017242432
17	102.8262	457.95	138.774	473	138.774	473	15.059273958206177
18	102.2237	453.5625	138.774	473	138.774	473	13.583004474639893
19	102.549425	459.1125	138.774	473	138.774	473	16.169302701950073
20	102.99182499999999	462.4625	138.774	473	138.774	473	16.364161252975464
21	105.439725	467.3	148.74599999999998	477	148.74599999999998	477	22.622108936309814
22	104.350225	463.15	148.74599999999998	477	148.74599999999998	477	35.85479235649109
23	103.85185	462.8375	148.74599999999998	477	148.74599999999998	477	18.883512258529663
24	103.22172499999999	459.7875	148.74599999999998	477	148.74599999999998	477	17.394577264785767
25	103.61155	458.2375	148.74599999999998	477	148.74599999999998	477	27.636517763137817
26	103.34927499999999	458.3875	148.74599999999998	477	148.74599999999998	477	20.957520723342896
27	103.698775	458.2875	150.728	484	150.728	484	15.732413291931152
28	103.54485	460.4	150.728	484	150.728	484	22.577397346496582
29	103.250925	457.6625	150.728	484	150.728	484	17.746297597885132
30	103.67762499999999	456.3875	150.728	484	150.728	484	18.964271068572998
