iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	98.33815625	474.9625	114.51500000000001	478	114.51500000000001	478	9.358150005340576
1	99.7195625	471.025	118.4925	483	118.4925	483	18.071742057800293
2	100.46246875	473.1125	118.4925	483	118.4925	483	19.974702835083008
3	102.26156250000001	476.6625	128.425	500	128.425	500	33.904380798339844
4	102.245875	477.95	132.43500000000003	492	132.43500000000003	492	27.97503972053528
5	102.8320625	477.8875	140.3775	507	140.3775	507	31.241889715194702
6	104.01525000000001	483.4125	149.3475	510	149.3475	510	49.98866152763367
7	105.13221875	485.5	149.3475	510	149.3475	510	40.21110415458679
8	104.536125	484.5375	149.3475	510	149.3475	510	89.2677059173584
9	106.43728125000001	497.1375	149.3475	510	149.3475	510	120.8092565536499
10	107.46025	491.9375	149.3475	510	149.3475	510	109.10520625114441
11	104.9313125	491.05	149.3475	510	149.3475	510	103.5098626613617
12	106.68412500000001	488.175	149.3475	510	149.3475	510	50.01107382774353
13	105.58006250000001	490.9	149.3475	510	149.3475	510	56.45620155334473
14	106.11428125	491.675	149.3475	510	149.3475	510	124.83658289909363
15	106.66503125	500.8	149.3475	510	149.3475	510	113.81854796409607
16	106.69928125	497.075	149.3475	510	149.3475	510	142.76446557044983
17	108.3959375	501.7	154.29500000000002	526	154.29500000000002	526	260.18861532211304
18	108.07168750000001	496.7375	154.29500000000002	526	154.29500000000002	526	134.21302938461304
19	107.39484375	498.15	154.29500000000002	526	154.29500000000002	526	159.8317949771881
20	109.3204375	495.9875	154.29500000000002	526	154.29500000000002	526	168.7518584728241
21	108.68421875	501.1	154.32750000000001	513	154.32750000000001	513	136.9402837753296
22	108.62721875	498.9625	154.32750000000001	513	154.32750000000001	513	136.43080973625183
23	109.87759375	502.55	155.28250000000003	530	155.28250000000003	530	163.55069231987
24	108.54090625	503.5625	171.2225	538	171.2225	538	204.29504442214966
25	109.98690625	503.7125	171.2225	538	171.2225	538	122.26949119567871
26	110.53534375000001	503.7875	171.2225	538	171.2225	538	164.01939868927002
27	115.11862500000001	520.8375	171.2225	538	171.2225	538	375.4020926952362
28	111.5196875	514.0375	171.2225	538	171.2225	538	206.53171515464783
29	111.30384375	510.6	171.2225	538	171.2225	538	276.00481152534485
30	114.31743750000001	522.1125	171.2225	538	171.2225	538	335.25873827934265
