iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	98.63912499999999	444.35	98.6525	439	98.6525	439	4.0150980949401855
1	98.6441875	442.325	98.6525	439	98.6525	439	11.732301473617554
2	98.6471875	441.125	98.6525	439	98.6525	439	10.379008769989014
3	98.6486875	440.525	98.6525	439	98.6525	439	11.373926639556885
4	98.6478125	440.875	98.6525	439	98.6525	439	10.063875436782837
5	98.64953125	440.1875	98.655	438	98.655	438	11.037892818450928
6	98.662	440.1875	99.645	441	99.645	441	10.374363660812378
7	98.66290625	439.825	99.645	441	99.645	441	10.631052255630493
8	98.67403125	440.3625	99.64750000000001	440	99.64750000000001	440	12.313419818878174
9	98.674625	440.125	99.64750000000001	440	99.64750000000001	440	12.056442499160767
10	98.688625	439.5125	99.64750000000001	440	99.64750000000001	440	10.151679515838623
11	98.71334375	439.6	99.64750000000001	440	99.64750000000001	440	11.276294469833374
12	98.75034375	439.7625	99.64750000000001	440	99.64750000000001	440	10.332766056060791
13	98.81325	439.5375	99.64750000000001	440	99.64750000000001	440	10.778743505477905
14	98.9368125	439.9875	104.63	442	104.63	442	9.658025979995728
15	99.06003125	440.575	105.6225	444	105.6225	444	10.205909252166748
16	99.04928125	439.8875	105.6225	444	105.6225	444	10.016881227493286
17	99.07378125000001	440.0625	105.6225	444	105.6225	444	10.55068039894104
18	99.12278125	440.4125	105.6225	444	105.6225	444	11.384566307067871
19	99.18565625000001	440.2	105.6225	444	105.6225	444	10.327510595321655
20	99.632625	440.9625	105.6225	444	105.6225	444	10.509424924850464
21	99.53284375	440.975	105.6225	444	105.6225	444	10.817101955413818
22	99.8185	441.425	110.6	448	110.6	448	11.222759485244751
23	100.46509375	442.1375	110.6	448	110.6	448	10.760057210922241
24	101.02521875000001	442.525	113.58000000000001	453	113.58000000000001	453	10.502869606018066
25	100.50153125	442.525	113.58000000000001	453	113.58000000000001	453	12.787925481796265
26	100.8253125	442.6875	121.56000000000002	453	121.56000000000002	453	11.936670064926147
27	100.93553125	443.4875	121.56000000000002	453	121.56000000000002	453	12.226975679397583
28	102.45225	445.275	121.56000000000002	453	121.56000000000002	453	10.926175117492676
29	103.0995	445.725	124.545	456	124.545	456	11.327304124832153
30	103.08478125	446.625	133.515	459	133.515	459	11.758456230163574
