iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	98.43109375	487.6625	100.525	488	100.525	488	6.920904159545898
1	98.8741875	484.9875	108.47000000000001	502	108.47000000000001	502	14.925261974334717
2	99.21781250000001	487.1875	112.44500000000001	508	112.44500000000001	508	16.630156755447388
3	99.6885625	488.4125	112.44500000000001	508	112.44500000000001	508	15.092560291290283
4	100.266375	491.7	115.47500000000001	493	115.47500000000001	493	16.778451204299927
5	102.17996875	494.3375	146.32	524	146.32	524	27.561968564987183
6	102.0695	493.6375	146.32	524	146.32	524	17.769145727157593
7	102.73190625000001	493.0125	146.32	524	146.32	524	29.045233488082886
8	103.13159375000001	497.725	146.32	524	146.32	524	61.46522498130798
9	106.2235	502.85	146.32	524	146.32	524	57.27263569831848
10	106.30521875000001	505.075	146.32	524	146.32	524	76.00582981109619
11	106.54956250000001	502.1	146.32	524	146.32	524	70.9644467830658
12	108.14225	508.4125	146.32	524	146.32	524	95.77831435203552
13	108.99428125	511.7375	146.32	524	146.32	524	108.821542263031
14	106.29196875000001	510.375	146.32	524	146.32	524	63.90160632133484
15	108.36040625000001	510.925	146.32	524	146.32	524	91.44043016433716
16	108.0276875	509.35	146.32	524	146.32	524	68.56019639968872
17	108.67937500000001	513.0125	146.32	524	146.32	524	80.20515012741089
18	109.44487500000001	516.0375	146.32	524	146.32	524	176.71209001541138
19	107.7739375	511.1	146.32	524	146.32	524	70.7099711894989
20	108.13996875000001	509.325	146.32	524	146.32	524	89.25162982940674
21	114.370125	520.9875	148.2575	547	148.2575	547	157.4510588645935
22	107.77940625000001	518.8875	148.2575	547	148.2575	547	125.84853219985962
23	108.8001875	519.55	148.2575	547	148.2575	547	108.37083578109741
24	111.07593750000001	526.95	148.2575	547	148.2575	547	181.564026594162
25	112.8795625	533.675	148.2575	547	148.2575	547	289.9546332359314
26	108.23471875	526.2875	148.2575	547	148.2575	547	239.38823342323303
27	110.4194375	530.2	148.2575	547	148.2575	547	310.47773575782776
28	110.62775	531.6625	148.2575	547	148.2575	547	326.80490946769714
29	109.06609375000001	532.8875	148.2575	547	148.2575	547	995.5301611423492
30	110.62975	530.8625	149.165	583	149.165	583	271.8395571708679
