iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	98.6035	468.575	100.57000000000001	470	100.57000000000001	470	4.511983871459961
1	98.672	466.1125	100.5725	469	100.5725	469	10.852858781814575
2	98.676	464.5125	100.5725	469	100.5725	469	10.663241863250732
3	98.72646875000001	464.275	100.5725	469	100.5725	469	10.732003450393677
4	98.872125	465.8625	105.555	471	105.555	471	10.946096420288086
5	99.03415625	465.8875	105.555	471	105.555	471	11.32162594795227
6	99.12134375000001	465.925	108.5425	473	108.5425	473	10.907567977905273
7	99.61806250000001	466.7375	109.53500000000001	475	109.53500000000001	475	10.875580549240112
8	99.854375	466.975	120.50500000000001	476	120.50500000000001	476	9.748891353607178
9	100.0880625	468.2625	120.50500000000001	476	120.50500000000001	476	12.182063579559326
10	99.93775	468.5375	120.50500000000001	476	120.50500000000001	476	12.12245512008667
11	100.55	468.025	120.50500000000001	476	120.50500000000001	476	11.126650333404541
12	100.93115625	470.175	124.4725	485	124.4725	485	11.77754259109497
13	101.3053125	470.1375	124.4725	485	124.4725	485	11.53572130203247
14	101.74134375	470.2875	124.4725	485	124.4725	485	11.049243688583374
15	101.64309375	469.6875	124.4925	477	124.4925	477	10.666741609573364
16	102.0295625	469.7125	127.45750000000001	488	127.45750000000001	488	10.979643106460571
17	102.2391875	470.65	127.45750000000001	488	127.45750000000001	488	11.69843053817749
18	102.7008125	470.5375	127.49000000000001	475	127.49000000000001	475	12.797670602798462
19	103.48728125	470.1625	127.49000000000001	475	127.49000000000001	475	13.061327457427979
20	103.1356875	471.15	127.49000000000001	475	127.49000000000001	475	16.553329706192017
21	102.46340625	470.7375	133.43	493	133.43	493	13.43301796913147
22	103.931	472.225	133.43	493	133.43	493	23.210017681121826
23	103.6379375	474.7375	133.43	493	133.43	493	13.66676115989685
24	106.50490625	480.0625	135.4325	490	135.4325	490	18.882189750671387
25	104.58815625	478.6875	135.4325	490	135.4325	490	15.704795122146606
26	103.16271875	475.3	135.4325	490	135.4325	490	12.599807500839233
27	105.86387500000001	482.1125	135.4325	490	135.4325	490	18.96973156929016
28	106.534875	483.0375	135.4325	490	135.4325	490	22.16202473640442
29	106.86584375000001	485.3125	135.4325	490	135.4325	490	31.574676513671875
30	103.5155	478.825	135.4325	490	135.4325	490	28.979276657104492
