iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	98.8116875	500.0125	111.4175	520	111.4175	520	13.563299655914307
1	100.13065625	501.1	112.425	516	112.425	516	27.278443813323975
2	100.2650625	502.2	112.425	516	112.425	516	42.74813199043274
3	100.363375	497.7875	119.4025	518	119.4025	518	21.944972276687622
4	100.7746875	497.85	119.4025	518	119.4025	518	18.790197372436523
5	101.60725000000001	494	142.3375	521	142.3375	521	39.74362874031067
6	103.19171875	503.6	142.3375	521	142.3375	521	139.26705074310303
7	103.5720625	511.0625	142.3375	521	142.3375	521	104.85506010055542
8	105.50187500000001	517.1875	142.3375	521	142.3375	521	186.43572211265564
9	105.59490625000001	514.8875	144.275	544	144.275	544	129.79546546936035
10	106.87634375	516.025	144.275	544	144.275	544	225.55542731285095
11	107.79784375	516.5	144.275	544	144.275	544	141.73260593414307
12	106.64018750000001	520.7125	144.275	544	144.275	544	82.78897953033447
13	106.44790625	522.8125	155.25750000000002	540	155.25750000000002	540	167.7318618297577
14	106.67534375000001	531.5875	155.25750000000002	540	155.25750000000002	540	317.21189975738525
15	107.81440625	529.825	155.25750000000002	540	155.25750000000002	540	229.20503401756287
16	109.9135	533.075	155.25750000000002	540	155.25750000000002	540	186.70609617233276
17	109.79756250000001	539.55	155.25750000000002	540	155.25750000000002	540	400.9949746131897
18	110.396375	544.4125	155.25750000000002	540	155.25750000000002	540	307.4957058429718
19	106.23884375	531.625	155.25750000000002	540	155.25750000000002	540	149.37129926681519
20	107.0534375	534.9625	155.25750000000002	540	155.25750000000002	540	247.54750442504883
21	106.564625	535.975	155.25750000000002	540	155.25750000000002	540	410.9147334098816
22	109.99571875000001	535.1	155.25750000000002	540	155.25750000000002	540	200.97055578231812
23	108.54253125000001	537.825	155.25750000000002	540	155.25750000000002	540	297.64492082595825
24	109.996375	554.7875	155.25750000000002	540	155.25750000000002	540	496.0778167247772
25	111.25146875	556.4875	155.25750000000002	540	155.25750000000002	540	519.1552648544312
26	108.38600000000001	535.6	155.25750000000002	540	155.25750000000002	540	318.3868396282196
27	110.1365	543.625	155.25750000000002	540	155.25750000000002	540	307.5760018825531
28	110.62375	543.2375	155.25750000000002	540	155.25750000000002	540	1068.3830270767212
29	107.16996875000001	543.2125	155.25750000000002	540	155.25750000000002	540	454.6176588535309
30	107.0145	535.575	155.25750000000002	540	155.25750000000002	540	231.5833420753479
