iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	98.50875	476.55	101.53250000000001	484	101.53250000000001	484	5.575303077697754
1	98.64071875	473.6375	101.53250000000001	484	101.53250000000001	484	10.926353693008423
2	98.64946875	470.1375	101.53250000000001	484	101.53250000000001	484	11.025119543075562
3	98.6600625	470.8875	101.53250000000001	484	101.53250000000001	484	10.504111289978027
4	98.8220625	470.925	104.5175	487	104.5175	487	11.576341390609741
5	98.8065625	472.1375	104.5175	487	104.5175	487	9.928784370422363
6	98.80471875	472.875	104.5175	487	104.5175	487	10.941431760787964
7	99.03909375	473.8875	110.49249999999999	491	110.49249999999999	491	11.909606456756592
8	99.13740625	474.4625	110.49249999999999	491	110.49249999999999	491	12.990376472473145
9	99.23465625	475.4625	110.49249999999999	491	110.49249999999999	491	12.490843057632446
10	99.3354375	475.05	110.49249999999999	491	110.49249999999999	491	11.100061893463135
11	99.469125	476.4375	110.49249999999999	491	110.49249999999999	491	13.136467456817627
12	99.6575625	475.875	112.4625	501	112.4625	501	11.93720293045044
13	99.815875	477.3875	113.4925	488	113.4925	488	12.151807069778442
14	99.68971875	477.975	113.4925	488	113.4925	488	11.296702146530151
15	100.1664375	476.8125	116.50000000000001	482	116.50000000000001	482	12.722022294998169
16	100.29328125	475.95	118.50750000000001	477	118.50750000000001	477	12.92417573928833
17	100.1344375	474.65	118.50750000000001	477	118.50750000000001	477	10.434134721755981
18	100.2475625	474.2875	118.50750000000001	477	118.50750000000001	477	11.169214963912964
19	101.48921875	476.375	134.44	488	134.44	488	16.59028124809265
20	101.56028125	477.875	134.44	488	134.44	488	15.64473581314087
21	102.44318750000001	478.825	134.44	488	134.44	488	21.12431025505066
22	102.93353125	482.1875	134.44	488	134.44	488	19.032163381576538
23	102.98025	483.45	134.44	488	134.44	488	24.89524269104004
24	104.18703125	484.525	138.41750000000002	493	138.41750000000002	493	18.424192428588867
25	105.1699375	490.3625	138.41750000000002	493	138.41750000000002	493	37.81834626197815
26	104.12128125	485.8875	138.41750000000002	493	138.41750000000002	493	24.285354375839233
27	106.87628125	491.1125	138.41750000000002	493	138.41750000000002	493	49.01408863067627
28	105.314375	492.4375	138.41750000000002	493	138.41750000000002	493	75.69033074378967
29	103.86853125	487.2375	138.41750000000002	493	138.41750000000002	493	82.19213128089905
30	104.9265	487.9875	138.41750000000002	493	138.41750000000002	493	57.19253420829773
