iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	99.9875	475.3125	102.0	482	102.0	482	4.296109437942505
1	100.0375	474.2875	102.0	482	102.0	482	13.753436088562012
2	100.1875	476.425	107.0	493	107.0	493	12.233108758926392
3	100.35	478.9	107.0	493	107.0	493	14.862449407577515
4	100.925	484.575	114.0	499	114.0	499	17.854610919952393
5	101.65	483.25	114.0	486	114.0	499	18.131789445877075
6	103.25	484.975	142.0	501	142.0	501	22.076740026474
7	105.95	491.775	142.0	501	142.0	501	34.68458890914917
8	107.225	497.525	142.0	513	142.0	501	65.2966320514679
9	107.5	495.3	148.0	524	148.0	524	61.50908136367798
10	108.6375	498.675	148.0	524	148.0	524	54.09317469596863
11	108.825	503.0875	148.0	524	148.0	524	71.16863179206848
12	108.95	501.2375	148.0	524	148.0	524	75.48363733291626
13	107.0	498.3375	148.0	524	148.0	524	68.51382565498352
14	110.95	513.1	148.0	524	148.0	524	286.3119056224823
15	110.775	514.675	148.0	524	148.0	524	151.26046013832092
16	110.7625	522.45	151.0	527	151.0	527	221.3658003807068
17	110.4125	512.8875	151.0	527	151.0	527	264.36740589141846
18	110.625	509.375	151.0	527	151.0	527	118.72270679473877
19	109.9875	509	151.0	527	151.0	527	215.2966504096985
20	110.0	504.2875	158.0	573	158.0	573	208.73513674736023
21	112.1875	521.9	158.0	573	158.0	573	278.33787178993225
22	111.1875	519.9875	158.0	573	158.0	573	310.6825649738312
23	112.7375	521.475	158.0	573	158.0	573	302.44608068466187
24	111.7625	522.9625	158.0	573	158.0	573	352.8902282714844
25	112.025	515.5125	158.0	573	158.0	573	388.18638372421265
26	110.875	518.3875	158.0	573	158.0	573	362.3614778518677
27	110.7875	532.35	158.0	573	158.0	573	473.8121361732483
28	111.675	522.975	158.0	573	158.0	573	320.2803544998169
29	112.025	516.3125	158.0	573	158.0	573	295.6142861843109
30	113.2375	525.425	158.0	573	158.0	573	656.0652251243591
