iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	89.590325	475.5875	89.812	466	89.812	466	4.444943904876709
1	89.74375	471.8375	92.524	479	92.524	479	9.501845359802246
2	89.78155000000001	469.7375	92.524	479	92.524	479	11.961314916610718
3	89.8472	469.5	92.596	475	92.596	475	9.61315131187439
4	89.9749	469.225	98.398	480	98.398	480	10.767585515975952
5	90.0107	468.6	98.398	480	98.398	480	10.31583547592163
6	90.064125	471.0875	98.398	480	98.398	480	12.532544374465942
7	90.154775	470.825	98.398	480	98.398	480	9.42831301689148
8	90.5006	470.025	99.326	483	99.326	483	11.036477088928223
9	91.0403	472.775	107.182	483	107.182	483	12.37098240852356
10	91.04685	473.775	107.182	483	107.182	483	12.335939407348633
11	91.71825	473.3	110.146	482	110.146	482	11.587561130523682
12	92.2733	471.7875	113.2	476	113.2	476	9.80232286453247
13	92.722925	475.45	113.2	476	113.2	476	11.267595291137695
14	92.25645	474.0875	114.038	484	114.038	484	10.087807178497314
15	92.142925	473.575	114.038	484	114.038	484	11.289067268371582
16	92.544425	475.1375	114.038	484	114.038	484	10.236267328262329
17	93.412825	476.675	118.89399999999999	487	118.89399999999999	487	14.325765132904053
18	94.951525	479.1625	118.89399999999999	487	118.89399999999999	487	13.927398443222046
19	93.26077500000001	475.575	118.89399999999999	487	118.89399999999999	487	11.542618751525879
20	92.69770000000001	475.4875	118.89399999999999	487	118.89399999999999	487	12.677614450454712
21	93.085475	477.8125	118.89399999999999	487	118.89399999999999	487	14.861680269241333
22	95.47575	479.3625	135.534	490	135.534	490	15.460310935974121
23	93.360225	476.1875	135.534	490	135.534	490	10.514235019683838
24	94.05515	475.0875	135.534	490	135.534	490	11.538788795471191
25	94.058375	479	135.534	490	135.534	490	16.769036293029785
26	94.988375	480.525	135.534	490	135.534	490	18.440674304962158
27	97.2897	482.925	135.534	490	135.534	490	27.761236667633057
28	97.3283	481.4625	135.534	490	135.534	490	20.31020760536194
29	95.8841	479.8625	135.534	490	135.534	490	15.786647081375122
30	97.3533	481.4375	135.534	490	135.534	490	14.38133955001831
