iter	avg_fitness	avg_size	best_fitness_gen	best_size_gen	best_fitness_all	best_size_all	time
0	98.93535	475.9875	103.828	481	103.828	481	4.484674692153931
1	99.28999999999999	473.3125	104.818	485	104.818	485	13.371042251586914
2	99.502125	473.2875	104.818	485	104.818	485	10.421901226043701
3	100.00155	473.075	122.77799999999999	487	122.77799999999999	487	10.3075532913208
4	100.23805	473.3375	122.77799999999999	487	122.77799999999999	487	14.142147064208984
5	100.498375	474.1625	122.77799999999999	487	122.77799999999999	487	14.090750932693481
6	102.187225	478.0375	139.74599999999998	486	139.74599999999998	486	18.78174924850464
7	102.404175	475.6	139.74599999999998	486	139.74599999999998	486	22.6166889667511
8	103.228775	481.2125	144.722	493	144.722	493	23.242789268493652
9	103.142675	480.6	144.722	493	144.722	493	38.938393115997314
10	106.7477	486.9625	157.658	512	157.658	512	49.28398585319519
11	108.38719999999999	490.5625	157.658	512	157.658	512	61.95438838005066
12	112.614	497.9125	157.658	512	157.658	512	131.3164176940918
13	114.962075	502.7625	157.658	512	157.658	512	180.5904896259308
14	111.21775	503.675	157.68599999999998	498	157.68599999999998	498	182.45832538604736
15	115.76535	512.8	157.68599999999998	498	157.68599999999998	498	320.9116189479828
16	108.01535	495.6	157.68599999999998	498	157.68599999999998	498	106.83646011352539
17	106.789125	491.2	157.68599999999998	498	157.68599999999998	498	110.825843334198
18	110.1174	492.475	157.68599999999998	498	157.68599999999998	498	103.22848463058472
19	114.2756	502.9375	157.68599999999998	498	157.68599999999998	498	131.92503142356873
20	110.5438	497.5875	157.68599999999998	498	157.68599999999998	498	151.97852563858032
21	109.002025	495.025	157.68599999999998	498	157.68599999999998	498	103.90732288360596
22	111.72789999999999	498.1	157.68599999999998	498	157.68599999999998	498	72.22433042526245
23	111.779475	497.2625	157.68599999999998	498	157.68599999999998	498	69.37044501304626
24	113.463275	503.6625	160.646	515	160.646	515	72.50851273536682
25	107.780225	494.65	160.646	515	160.646	515	48.49530839920044
26	112.45332499999999	509.6375	160.646	515	160.646	515	146.05010271072388
27	111.991275	509.875	160.646	515	160.646	515	186.6358184814453
28	111.71215	512.2125	160.646	515	160.646	515	256.8594024181366
29	112.051675	510.8625	160.646	515	160.646	515	238.99762606620789
30	109.5077	504.1625	160.646	515	160.646	515	82.400315284729
